,filename,loc,cam,date,time
0,e45_set/sgpstereocamaE45.a1.20230131.225520.jpg,SGP,E45a,20230131,225520
1,e45_set/sgpstereocamaE45.a1.20230220.221200.jpg,SGP,E45a,20230220,221200
2,e45_set/sgpstereocamaE45.a1.20230220.214720.jpg,SGP,E45a,20230220,214720
3,e45_set/sgpstereocamaE45.a1.20230220.220320.jpg,SGP,E45a,20230220,220320
4,e45_set/sgpstereocamaE45.a1.20230212.213300.jpg,SGP,E45a,20230212,213300
5,e45_set/sgpstereocamaE45.a1.20230226.234820.jpg,SGP,E45a,20230226,234820
6,e45_set/sgpstereocamaE45.a1.20230125.233740.jpg,SGP,E45a,20230125,233740
7,e45_set/sgpstereocamaE45.a1.20220702.231700.jpg,SGP,E45a,20220702,231700
8,e45_set/sgpstereocamaE45.a1.20220702.230420.jpg,SGP,E45a,20220702,230420
9,e45_set/sgpstereocamaE45.a1.20230125.233540.jpg,SGP,E45a,20230125,233540
10,e45_set/sgpstereocamaE45.a1.20230220.234020.jpg,SGP,E45a,20230220,234020
11,e45_set/sgpstereocamaE45.a1.20230220.230520.jpg,SGP,E45a,20230220,230520
12,e45_set/sgpstereocamaE45.a1.20230212.224800.jpg,SGP,E45a,20230212,224800
13,e45_set/sgpstereocamaE45.a1.20220702.225400.jpg,SGP,E45a,20220702,225400
14,e45_set/sgpstereocamaE45.a1.20230125.231140.jpg,SGP,E45a,20230125,231140
15,e45_set/sgpstereocamaE45.a1.20230220.231940.jpg,SGP,E45a,20230220,231940
16,e45_set/sgpstereocamaE45.a1.20230125.213440.jpg,SGP,E45a,20230125,213440
17,e45_set/sgpstereocamaE45.a1.20230125.210820.jpg,SGP,E45a,20230125,210820
18,e45_set/sgpstereocamaE45.a1.20230220.232520.jpg,SGP,E45a,20230220,232520
19,e45_set/sgpstereocamaE45.a1.20230125.211900.jpg,SGP,E45a,20230125,211900
20,e45_set/sgpstereocamaE45.a1.20230125.233140.jpg,SGP,E45a,20230125,233140
21,e45_set/sgpstereocamaE45.a1.20220702.230140.jpg,SGP,E45a,20220702,230140
22,e45_set/sgpstereocamaE45.a1.20230131.235720.jpg,SGP,E45a,20230131,235720
23,e45_set/sgpstereocamaE45.a1.20220702.225940.jpg,SGP,E45a,20220702,225940
24,e45_set/sgpstereocamaE45.a1.20230212.225700.jpg,SGP,E45a,20230212,225700
25,e45_set/sgpstereocamaE45.a1.20230226.225040.jpg,SGP,E45a,20230226,225040
26,e45_set/sgpstereocamaE45.a1.20230131.231800.jpg,SGP,E45a,20230131,231800
27,e45_set/sgpstereocamaE45.a1.20230227.233920.jpg,SGP,E45a,20230227,233920
28,e45_set/sgpstereocamaE45.a1.20230220.232720.jpg,SGP,E45a,20230220,232720
29,e45_set/sgpstereocamaE45.a1.20230131.234300.jpg,SGP,E45a,20230131,234300
30,e45_set/sgpstereocamaE45.a1.20230220.234120.jpg,SGP,E45a,20230220,234120
31,e45_set/sgpstereocamaE45.a1.20230212.212900.jpg,SGP,E45a,20230212,212900
32,e45_set/sgpstereocamaE45.a1.20220702.230520.jpg,SGP,E45a,20220702,230520
33,e45_set/sgpstereocamaE45.a1.20230226.231720.jpg,SGP,E45a,20230226,231720
34,e45_set/sgpstereocamaE45.a1.20230226.223640.jpg,SGP,E45a,20230226,223640
35,e45_set/sgpstereocamaE45.a1.20230227.234740.jpg,SGP,E45a,20230227,234740
36,e45_set/sgpstereocamaE45.a1.20230212.222020.jpg,SGP,E45a,20230212,222020
37,e45_set/sgpstereocamaE45.a1.20220702.225500.jpg,SGP,E45a,20220702,225500
38,e45_set/sgpstereocamaE45.a1.20230227.234420.jpg,SGP,E45a,20230227,234420
39,e45_set/sgpstereocamaE45.a1.20230125.212300.jpg,SGP,E45a,20230125,212300
40,e45_set/sgpstereocamaE45.a1.20230220.212720.jpg,SGP,E45a,20230220,212720
41,e45_set/sgpstereocamaE45.a1.20230220.222740.jpg,SGP,E45a,20230220,222740
42,e45_set/sgpstereocamaE45.a1.20230125.215720.jpg,SGP,E45a,20230125,215720
43,e45_set/sgpstereocamaE45.a1.20230220.223300.jpg,SGP,E45a,20230220,223300
44,e45_set/sgpstereocamaE45.a1.20230127.214500.jpg,SGP,E45a,20230127,214500
45,e45_set/sgpstereocamaE45.a1.20230212.211200.jpg,SGP,E45a,20230212,211200
46,e45_set/sgpstereocamaE45.a1.20230131.231120.jpg,SGP,E45a,20230131,231120
47,e45_set/sgpstereocamaE45.a1.20230125.233320.jpg,SGP,E45a,20230125,233320
48,e45_set/sgpstereocamaE45.a1.20230220.235600.jpg,SGP,E45a,20230220,235600
49,e45_set/sgpstereocamaE45.a1.20230226.235540.jpg,SGP,E45a,20230226,235540
50,e45_set/sgpstereocamaE45.a1.20230226.230000.jpg,SGP,E45a,20230226,230000
51,e45_set/sgpstereocamaE45.a1.20230226.223040.jpg,SGP,E45a,20230226,223040
52,e45_set/sgpstereocamaE45.a1.20230226.231120.jpg,SGP,E45a,20230226,231120
53,e45_set/sgpstereocamaE45.a1.20220702.220640.jpg,SGP,E45a,20220702,220640
54,e45_set/sgpstereocamaE45.a1.20230220.214220.jpg,SGP,E45a,20230220,214220
55,e45_set/sgpstereocamaE45.a1.20230131.233640.jpg,SGP,E45a,20230131,233640
56,e45_set/sgpstereocamaE45.a1.20220702.230900.jpg,SGP,E45a,20220702,230900
57,e45_set/sgpstereocamaE45.a1.20220702.225840.jpg,SGP,E45a,20220702,225840
58,e45_set/sgpstereocamaE45.a1.20230125.225540.jpg,SGP,E45a,20230125,225540
59,e45_set/sgpstereocamaE45.a1.20230220.224900.jpg,SGP,E45a,20230220,224900
60,e45_set/sgpstereocamaE45.a1.20220702.231000.jpg,SGP,E45a,20220702,231000
61,e45_set/sgpstereocamaE45.a1.20230220.222020.jpg,SGP,E45a,20230220,222020
62,e45_set/sgpstereocamaE45.a1.20220702.225920.jpg,SGP,E45a,20220702,225920
63,e45_set/sgpstereocamaE45.a1.20230125.222140.jpg,SGP,E45a,20230125,222140
64,e45_set/sgpstereocamaE45.a1.20230125.235400.jpg,SGP,E45a,20230125,235400
65,e45_set/sgpstereocamaE45.a1.20230220.235800.jpg,SGP,E45a,20230220,235800
66,e45_set/sgpstereocamaE45.a1.20230212.235540.jpg,SGP,E45a,20230212,235540
67,e45_set/sgpstereocamaE45.a1.20220702.225440.jpg,SGP,E45a,20220702,225440
68,e45_set/sgpstereocamaE45.a1.20230125.234440.jpg,SGP,E45a,20230125,234440
69,e45_set/sgpstereocamaE45.a1.20230226.232220.jpg,SGP,E45a,20230226,232220
70,e45_set/sgpstereocamaE45.a1.20230212.220400.jpg,SGP,E45a,20230212,220400
71,e45_set/sgpstereocamaE45.a1.20230125.210520.jpg,SGP,E45a,20230125,210520
72,e45_set/sgpstereocamaE45.a1.20230125.212900.jpg,SGP,E45a,20230125,212900
73,e45_set/sgpstereocamaE45.a1.20230125.232620.jpg,SGP,E45a,20230125,232620
74,e45_set/sgpstereocamaE45.a1.20220702.223620.jpg,SGP,E45a,20220702,223620
75,e45_set/sgpstereocamaE45.a1.20230226.225400.jpg,SGP,E45a,20230226,225400
76,e45_set/sgpstereocamaE45.a1.20230131.233920.jpg,SGP,E45a,20230131,233920
77,e45_set/sgpstereocamaE45.a1.20230125.225200.jpg,SGP,E45a,20230125,225200
78,e45_set/sgpstereocamaE45.a1.20220702.225640.jpg,SGP,E45a,20220702,225640
79,e45_set/sgpstereocamaE45.a1.20230125.234640.jpg,SGP,E45a,20230125,234640
80,e45_set/sgpstereocamaE45.a1.20220702.225720.jpg,SGP,E45a,20220702,225720
81,e45_set/sgpstereocamaE45.a1.20230125.222620.jpg,SGP,E45a,20230125,222620
82,e45_set/sgpstereocamaE45.a1.20230125.230620.jpg,SGP,E45a,20230125,230620
83,e45_set/sgpstereocamaE45.a1.20230125.232220.jpg,SGP,E45a,20230125,232220
84,e45_set/sgpstereocamaE45.a1.20230212.214600.jpg,SGP,E45a,20230212,214600
85,e45_set/sgpstereocamaE45.a1.20220702.230300.jpg,SGP,E45a,20220702,230300
86,e45_set/sgpstereocamaE45.a1.20230220.235540.jpg,SGP,E45a,20230220,235540
87,e45_set/sgpstereocamaE45.a1.20230220.234500.jpg,SGP,E45a,20230220,234500
88,e45_set/sgpstereocamaE45.a1.20230220.215900.jpg,SGP,E45a,20230220,215900
89,e45_set/sgpstereocamaE45.a1.20230125.224440.jpg,SGP,E45a,20230125,224440
90,e45_set/sgpstereocamaE45.a1.20230212.211800.jpg,SGP,E45a,20230212,211800
91,e45_set/sgpstereocamaE45.a1.20230125.231500.jpg,SGP,E45a,20230125,231500
92,e45_set/sgpstereocamaE45.a1.20230220.230940.jpg,SGP,E45a,20230220,230940
93,e45_set/sgpstereocamaE45.a1.20230220.212840.jpg,SGP,E45a,20230220,212840
94,e45_set/sgpstereocamaE45.a1.20230212.212500.jpg,SGP,E45a,20230212,212500
95,e45_set/sgpstereocamaE45.a1.20230131.225200.jpg,SGP,E45a,20230131,225200
96,e45_set/sgpstereocamaE45.a1.20230220.235240.jpg,SGP,E45a,20230220,235240
97,e45_set/sgpstereocamaE45.a1.20230131.232900.jpg,SGP,E45a,20230131,232900
98,e45_set/sgpstereocamaE45.a1.20230127.214020.jpg,SGP,E45a,20230127,214020
99,e45_set/sgpstereocamaE45.a1.20220702.230600.jpg,SGP,E45a,20220702,230600
100,e45_set/sgpstereocamaE45.a1.20230125.212340.jpg,SGP,E45a,20230125,212340
101,e45_set/sgpstereocamaE45.a1.20230220.234820.jpg,SGP,E45a,20230220,234820
102,e45_set/sgpstereocamaE45.a1.20230212.214840.jpg,SGP,E45a,20230212,214840
103,e45_set/sgpstereocamaE45.a1.20230125.213100.jpg,SGP,E45a,20230125,213100
104,e45_set/sgpstereocamaE45.a1.20220702.221040.jpg,SGP,E45a,20220702,221040
105,e45_set/sgpstereocamaE45.a1.20220702.225540.jpg,SGP,E45a,20220702,225540
106,e45_set/sgpstereocamaE45.a1.20230226.234220.jpg,SGP,E45a,20230226,234220
107,e45_set/sgpstereocamaE45.a1.20230220.215540.jpg,SGP,E45a,20230220,215540
108,e45_set/sgpstereocamaE45.a1.20230131.222640.jpg,SGP,E45a,20230131,222640
109,e45_set/sgpstereocamaE45.a1.20230125.230900.jpg,SGP,E45a,20230125,230900
110,e45_set/sgpstereocamaE45.a1.20230125.223940.jpg,SGP,E45a,20230125,223940
111,e45_set/sgpstereocamaE45.a1.20230131.213700.jpg,SGP,E45a,20230131,213700
112,e45_set/sgpstereocamaE45.a1.20230125.211500.jpg,SGP,E45a,20230125,211500
113,e45_set/sgpstereocamaE45.a1.20230125.220040.jpg,SGP,E45a,20230125,220040
114,e45_set/sgpstereocamaE45.a1.20220702.225800.jpg,SGP,E45a,20220702,225800
115,e45_set/sgpstereocamaE45.a1.20230226.230320.jpg,SGP,E45a,20230226,230320
116,e45_set/sgpstereocamaE45.a1.20230212.222500.jpg,SGP,E45a,20230212,222500
117,e45_set/sgpstereocamaE45.a1.20230212.213520.jpg,SGP,E45a,20230212,213520
118,e45_set/sgpstereocamaE45.a1.20230220.213900.jpg,SGP,E45a,20230220,213900
119,e45_set/sgpstereocamaE45.a1.20230212.235120.jpg,SGP,E45a,20230212,235120
120,e45_set/sgpstereocamaE45.a1.20230125.213700.jpg,SGP,E45a,20230125,213700
121,e45_set/sgpstereocamaE45.a1.20230220.225320.jpg,SGP,E45a,20230220,225320
122,e45_set/sgpstereocamaE45.a1.20220702.230200.jpg,SGP,E45a,20220702,230200
123,e45_set/sgpstereocamaE45.a1.20220702.235620.jpg,SGP,E45a,20220702,235620
124,e45_set/sgpstereocamaE45.a1.20230227.232000.jpg,SGP,E45a,20230227,232000
